4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	4-b-Kopplung-in Phase- Kupfer	4-b-Kopplung-gegen Phase- Kupfer	4-c-Kopplung-Schwebung- Kupfer	3-ohneKopplungeinzel	3-ohneKopplungeinzel	3-ohneKopplungeinzel	3-ohneKopplungeinzel
Zeit2 (s)	Zeit2 (s)	Zeit2 (s)	Position2 (cm)	Position2 (cm)	Geschwindigkeit2 (m/s)	Geschwindigkeit2 (m/s)	Geschwindigkeit2 (m/s)	Beschleunigung2 (m/s²)	Beschleunigung2 (m/s²)	Beschleunigung2 (m/s²)	Zeit (s)	Position (cm)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
3,440	3,440	3,440	50,86	34,61	0,00	0,12	-0,01	-0,65	0,64	0,44	3,440	35,88	-0,06	0,76
3,460	3,460	3,460	50,85	34,87	-0,02	0,13	-2,30E-4	-0,65	0,64	0,33	3,460	35,78	-0,05	0,53
3,480	3,480	3,480	50,80	35,14	-0,03	0,15	0,00	-0,54	0,64	0,21	3,480	35,69	-0,04	0,63
3,500	3,500	3,500	50,73	35,45	-0,04	0,16	0,01	-0,52	0,65	0,32	3,500	35,62	-0,02	0,87
3,520	3,520	3,520	50,65	35,77	-0,05	0,17	0,02	-0,76	0,54	0,44	3,520	35,60	0,00	0,75
3,540	3,540	3,540	50,53	36,14	-0,07	0,18	0,03	-0,66	0,42	0,22	3,540	35,60	0,01	0,75
3,560	3,560	3,560	50,37	36,49	-0,08	0,19	0,03	-0,42	0,54	0,10	3,560	35,63	0,03	0,76
3,580	3,580	3,580	50,22	36,89	-0,09	0,20	0,03	-0,54	0,55	0,32	3,580	35,70	0,04	0,64
3,600	3,600	3,600	50,03	37,30	-0,10	0,21	0,04	-0,54	0,32	0,33	3,600	35,79	0,05	0,64
3,620	3,620	3,620	49,83	37,73	-0,11	0,21	0,04	-0,54	0,32	0,11	3,620	35,91	0,06	0,64
3,640	3,640	3,640	49,61	38,16	-0,12	0,22	0,04	-0,55	0,44	0,10	3,640	36,04	0,08	0,64
3,660	3,660	3,660	49,35	38,62	-0,13	0,23	0,05	-0,42	0,33	0,22	3,660	36,21	0,09	0,64
3,680	3,680	3,680	49,09	39,09	-0,14	0,24	0,05	-0,55	0,22	0,11	3,680	36,40	0,10	0,76
3,700	3,700	3,700	48,80	39,57	-0,15	0,24	0,05	-0,44	0,11	0,10	3,700	36,62	0,12	0,65
3,720	3,720	3,720	48,49	40,05	-0,15	0,24	0,06	-0,31	0,11	0,21	3,720	36,88	0,13	0,53
3,740	3,740	3,740	48,18	40,53	-0,16	0,24	0,06	-0,54	0,11	0,22	3,740	37,14	0,14	0,65
3,760	3,760	3,760	47,84	41,03	-0,18	0,24	0,06	-0,55	-0,01	0,11	3,760	37,44	0,15	0,53
3,780	3,780	3,780	47,48	41,51	-0,18	0,24	0,06	-0,33	0,11	-0,01	3,780	37,75	0,16	0,64
3,800	3,800	3,800	47,10	42,01	-0,19	0,25	0,06	-0,21	0,01	0,11	3,800	38,09	0,18	0,66
3,820	3,820	3,820	46,72	42,51	-0,19	0,25	0,07	-0,32	-0,22	0,11	3,820	38,47	0,19	0,43
3,840	3,840	3,840	46,33	42,99	-0,20	0,24	0,07	-0,33	-0,11	0,01	3,840	38,85	0,20	0,44
3,860	3,860	3,860	45,92	43,47	-0,21	0,24	0,07	-0,21	-0,09	-0,11	3,860	39,26	0,21	0,32
3,880	3,880	3,880	45,51	43,95	-0,21	0,24	0,06	-0,33	-0,32	-0,01	3,880	39,67	0,21	0,42
3,900	3,900	3,900	45,08	44,42	-0,22	0,23	0,07	-0,23	-0,33	0,23	3,900	40,10	0,22	0,54
3,920	3,920	3,920	44,63	44,86	-0,22	0,22	0,07	0,01	-0,21	-0,11	3,920	40,56	0,23	0,44
3,940	3,940	3,940	44,20	45,31	-0,22	0,22	0,06	-0,21	-0,31	-0,12	3,940	41,03	0,24	0,33
3,960	3,960	3,960	43,75	45,74	-0,23	0,21	0,07	-0,34	-0,42	0,12	3,960	41,53	0,24	0,09
3,980	3,980	3,980	43,29	46,16	-0,23	0,20	0,07	-0,11	-0,54	-0,11	3,980	42,01	0,24	0,31
4,000	4,000	4,000	42,82	46,55	-0,23	0,19	0,06	-1,98E-13	-0,54	8,63E-5	4,000	42,50	0,26	0,56
4,020	4,020	4,020	42,36	46,91	-0,23	0,18	0,07	1,24E-13	-0,42	0,01	4,020	43,04	0,27	0,22
4,040	4,040	4,040	41,89	47,28	-0,23	0,17	0,06	-0,01	-0,54	-0,11	4,040	43,57	0,27	0,11
4,060	4,060	4,060	41,43	47,61	-0,23	0,16	0,06	0,11	-0,54	0,01	4,060	44,10	0,27	0,11
4,080	4,080	4,080	40,96	47,92	-0,23	0,15	0,06	0,11	-0,52	-0,22	4,080	44,65	0,27	-0,01
4,100	4,100	4,100	40,52	48,21	-0,23	0,14	0,06	5,69E-14	-0,75	-0,12	4,100	45,18	0,27	0,11
4,120	4,120	4,120	40,05	48,47	-0,23	0,12	0,06	3,47E-14	-0,76	0,13	4,120	45,73	0,27	0,11
4,140	4,140	4,140	39,60	48,70	-0,23	0,11	0,06	-0,01	-0,64	-0,22	4,140	46,28	0,27	1,53E-13
4,160	4,160	4,160	39,14	48,90	-0,23	0,10	0,05	0,21	-0,64	-0,12	4,160	46,83	0,27	0,01
4,180	4,180	4,180	38,69	49,08	-0,22	0,08	0,06	0,33	-0,64	0,12	4,180	47,38	0,28	-0,10
4,200	4,200	4,200	38,26	49,23	-0,22	0,07	0,06	0,22	-0,74	-0,11	4,200	47,93	0,27	-0,22
4,220	4,220	4,220	37,83	49,36	-0,21	0,05	0,05	0,22	-0,87	-0,11	4,220	48,47	0,27	-0,11
4,240	4,240	4,240	37,42	49,45	-0,21	0,04	0,05	0,20	-0,75	0,01	4,240	49,00	0,27	-0,10
4,260	4,260	4,260	37,00	49,50	-0,20	0,02	0,05	0,43	-0,74	-0,10	4,260	49,53	0,26	-0,21
4,280	4,280	4,280	36,60	49,54	-0,19	0,01	0,05	0,44	-0,87	-0,23	4,280	50,05	0,26	-0,21
4,300	4,300	4,300	36,24	49,52	-0,19	-0,01	0,04	0,20	-0,76	-0,01	4,300	50,57	0,25	-0,32
4,320	4,320	4,320	35,86	49,49	-0,18	-0,02	0,05	0,43	-0,65	0,13	4,320	51,07	0,25	-0,32
4,340	4,340	4,340	35,52	49,42	-0,17	-0,04	0,05	0,44	-0,63	-0,21	4,340	51,55	0,24	-0,31
4,360	4,360	4,360	35,19	49,34	-0,16	-0,05	0,04	0,20	-0,86	-0,23	4,360	52,03	0,23	-0,44
4,380	4,380	4,380	34,86	49,22	-0,16	-0,07	0,04	0,42	-0,88	0,11	4,380	52,48	0,22	-0,32
4,400	4,400	4,400	34,55	49,05	-0,15	-0,09	0,04	0,65	-0,64	0,11	4,400	52,93	0,22	-0,31
4,420	4,420	4,420	34,28	48,88	-0,13	-0,10	0,04	0,54	-0,76	0,01	4,420	53,36	0,21	-0,43
4,440	4,440	4,440	34,02	48,66	-0,13	-0,12	0,04	0,44	-0,65	-0,11	4,440	53,77	0,20	-0,42
4,460	4,460	4,460	33,77	48,42	-0,12	-0,12	0,04	0,20	-0,52	-0,11	4,460	54,17	0,19	-0,54
4,480	4,480	4,480	33,55	48,16	-0,12	-0,14	0,04	0,53	-0,75	1,32E-14	4,480	54,55	0,18	-0,54
4,500	4,500	4,500	33,31	47,87	-0,10	-0,15	0,04	0,76	-0,77	-8,33E-15	4,500	54,89	0,17	-0,53
4,520	4,520	4,520	33,17	47,55	-0,09	-0,17	0,04	0,52	-0,55	8,33E-15	4,520	55,24	0,16	-0,65
4,540	4,540	4,540	32,96	47,20	-0,07	-0,18	0,04	0,89	-0,32	4,30E-14	4,540	55,53	0,15	-0,54
4,560	4,560	4,560	32,87	46,84	-0,05	-0,18	0,04	0,33	-0,31	-8,33E-15	4,560	55,83	0,14	-0,53
4,580	4,580	4,580	32,75	46,48	-0,06	-0,19	0,04	0,07	-0,54	-0,01	4,580	56,09	0,13	-0,64
4,600	4,600	4,600	32,63	46,09	-0,05	-0,20	0,04	0,97	-0,55	0,11	4,600	56,33	0,11	-0,64
4,620	4,620	4,620	32,56	45,68	-0,02	-0,21	0,04	0,99	-0,43	0,01	4,620	56,54	0,10	-0,64
4,640	4,640	4,640	32,54	45,25	-0,01	-0,22	0,04	0,43	-0,44	-0,12	4,640	56,73	0,09	-0,64
4,660	4,660	4,660	32,53	44,80	0,00	-0,23	0,04	0,43	-0,33	0,11	4,660	56,89	0,07	-0,64
4,680	4,680	4,680	32,52	44,34	0,01	-0,23	0,04	0,43	-0,22	0,11	4,680	57,03	0,06	-0,64
4,700	4,700	4,700	32,56	43,87	0,01	-0,24	0,04	0,40	-0,22	-3,47E-14	4,700	57,13	0,05	-0,75
4,720	4,720	4,720	32,57	43,39	0,02	-0,24	0,04	0,97	-0,11	-0,01	4,720	57,22	0,03	-0,76
4,740	4,740	4,740	32,66	42,91	0,05	-0,24	0,04	0,89	-0,11	0,11	4,740	57,26	0,02	-0,64
4,760	4,760	4,760	32,78	42,43	0,06	-0,25	0,05	0,32	-0,11	0,11	4,760	57,29	0,01	-0,76
4,780	4,780	4,780	32,90	41,93	0,06	-0,25	0,05	0,31	-2,03E-13	-0,01	4,780	57,28	-0,01	-0,65
4,800	4,800	4,800	33,03	41,45	0,07	-0,25	0,05	0,53	-0,01	0,11	4,800	57,25	-0,02	-0,64
4,820	4,820	4,820	33,19	40,95	0,09	-0,25	0,05	0,65	0,11	0,01	4,820	57,20	-0,04	-0,77
4,840	4,840	4,840	33,38	40,47	0,10	-0,24	0,05	0,54	0,11	-0,12	4,840	57,10	-0,05	-0,52
4,860	4,860	4,860	33,58	39,98	0,11	-0,24	0,05	0,42	-0,01	0,11	4,860	56,99	-0,06	-0,74
4,880	4,880	4,880	33,80	39,50	0,12	-0,24	0,05	0,53	0,10	0,11	4,880	56,86	-0,08	-0,89
4,900	4,900	4,900	34,04	39,02	0,13	-0,24	0,05	0,66	0,32	-0,01	4,900	56,67	-0,09	-0,54
4,920	4,920	4,920	34,32	38,55	0,14	-0,23	0,05	0,43	0,44	0,11	4,920	56,49	-0,10	-0,53
4,940	4,940	4,940	34,61	38,10	0,15	-0,22	0,06	0,32	0,32	0,12	4,940	56,26	-0,12	-0,65
4,960	4,960	4,960	34,90	37,67	0,15	-0,22	0,06	0,43	0,32	-0,11	4,960	56,03	-0,13	-0,65
4,980	4,980	4,980	35,23	37,24	0,16	-0,21	0,05	0,43	0,43	-0,12	4,980	55,75	-0,14	-0,65
5,000	5,000	5,000	35,55	36,85	0,17	-0,20	0,05	0,44	0,43	0,11	5,000	55,46	-0,15	-0,55
5,020	5,020	5,020	35,91	36,45	0,18	-0,19	0,06	0,32	0,54	0,12	5,020	55,13	-0,16	-0,42
5,040	5,040	5,040	36,27	36,09	0,18	-0,18	0,06	0,32	0,54	-0,11	5,040	54,81	-0,17	-0,53
5,060	5,060	5,060	36,65	35,74	0,19	-0,17	0,05	0,33	0,53	7,02E-5	5,060	54,45	-0,18	-0,65
5,080	5,080	5,080	37,04	35,41	0,20	-0,16	0,06	0,21	0,65	0,01	5,080	54,07	-0,20	-0,55
5,100	5,100	5,100	37,44	35,12	0,20	-0,14	0,05	0,32	0,65	-0,23	5,100	53,66	-0,21	-0,43
5,120	5,120	5,120	37,85	34,84	0,21	-0,13	0,05	0,33	0,65	0,01	5,120	53,25	-0,21	-0,44
5,140	5,140	5,140	38,28	34,60	0,21	-0,12	0,05	0,21	0,65	-0,11	5,140	52,80	-0,22	-0,32
5,160	5,160	5,160	38,71	34,38	0,22	-0,10	0,04	0,22	0,64	-0,02	5,160	52,36	-0,23	-0,32
5,180	5,180	5,180	39,16	34,18	0,22	-0,09	0,05	0,11	0,75	0,36	5,180	51,89	-0,24	-0,32
5,200	5,200	5,200	39,60	34,01	0,22	-0,07	0,06	-0,01	0,88	-0,21	5,200	51,41	-0,24	-0,32
5,220	5,220	5,220	40,05	33,89	0,22	-0,06	0,04	0,11	0,53	-0,32	5,220	50,93	-0,25	-0,33
5,240	5,240	5,240	40,50	33,79	0,23	-0,05	0,04	0,12	0,62	-0,44	5,240	50,42	-0,25	-0,21
5,260	5,260	5,260	40,96	33,68	0,23	-0,03	0,03	-0,11	1,10	-0,24	5,260	49,92	-0,26	-0,33
5,280	5,280	5,280	41,41	33,66	0,22	-0,01	0,03	-0,01	0,65	0,24	5,280	49,39	-0,27	-0,23
5,300	5,300	5,300	41,85	33,64	0,23	-0,01	0,03	0,12	0,51	-0,24	5,300	48,85	-0,27	0,01
5,320	5,320	5,320	42,32	33,64	0,23	0,01	0,02	-0,11	1,08	0,11	5,320	48,32	-0,27	-0,10
5,340	5,340	5,340	42,77	33,69	0,22	0,04	0,04	-0,11	0,99	0,15	5,340	47,79	-0,27	-0,22
5,360	5,360	5,360	43,21	33,79	0,22	0,05	0,03	0,01	0,42	-0,54	5,360	47,23	-0,28	-0,12
5,380	5,380	5,380	43,66	33,90	0,22	0,05	0,02	-0,10	0,62	-0,56	5,380	46,68	-0,28	-1,19E-13
5,400	5,400	5,400	44,11	34,01	0,22	0,08	0,01	-0,21	1,09	-0,23	5,400	46,13	-0,28	-0,01
5,420	5,420	5,420	44,54	34,20	0,22	0,10	0,01	-0,21	0,76	0,01	5,420	45,58	-0,28	0,10
5,440	5,440	5,440	44,97	34,41	0,21	0,11	0,01	-0,21	0,53	-0,20	5,440	45,03	-0,27	0,22
5,460	5,460	5,460	45,38	34,63	0,21	0,12	5,75E-4	-0,21	0,64	-0,44	5,460	44,50	-0,27	0,11
5,480	5,480	5,480	45,79	34,88	0,20	0,13	-0,01	-0,31	0,64	-0,33	5,480	43,96	-0,27	-0,01
5,500	5,500	5,500	46,19	35,16	0,19	0,15	-0,01	-0,44	0,65	-0,21	5,500	43,43	-0,27	0,20
5,520	5,520	5,520	46,57	35,47	0,19	0,16	-0,02	-0,33	0,54	-0,32	5,520	42,89	-0,26	0,44
5,540	5,540	5,540	46,93	35,79	0,18	0,17	-0,03	-0,21	0,53	-0,44	5,540	42,39	-0,25	0,22
5,560	5,560	5,560	47,29	36,13	0,18	0,18	-0,03	-0,31	0,65	-0,33	5,560	41,90	-0,25	0,09
5,580	5,580	5,580	47,64	36,51	0,17	0,19	-0,04	-0,44	0,54	-0,22	5,580	41,39	-0,25	0,32
5,600	5,600	5,600	47,97	36,91	0,16	0,20	-0,04	-0,32	0,43	-0,21	5,600	40,91	-0,24	0,43
5,620	5,620	5,620	48,28	37,32	0,16	0,21	-0,05	-0,30	0,44	-0,32	5,620	40,45	-0,23	0,43
5,640	5,640	5,640	48,59	37,75	0,15	0,22	-0,06	-0,64	0,32	-0,44	5,640	40,00	-0,22	0,43
5,660	5,660	5,660	48,87	38,19	0,13	0,22	-0,06	-0,67	0,32	-0,33	5,660	39,57	-0,21	0,42
5,680	5,680	5,680	49,11	38,64	0,12	0,23	-0,07	-0,31	0,44	-0,21	5,680	39,15	-0,20	0,54
5,700	5,700	5,700	49,35	39,12	0,12	0,24	-0,07	-0,41	0,23	-0,32	5,700	38,75	-0,19	0,54
5,720	5,720	5,720	49,57	39,60	0,10	0,24	-0,08	-0,65	-0,01	-0,43	5,720	38,39	-0,18	0,42
5,740	5,740	5,740	49,76	40,08	0,09	0,24	-0,09	-0,54	0,10	-0,44	5,740	38,03	-0,17	0,54
5,760	5,760	5,760	49,94	40,56	0,08	0,24	-0,10	-0,43	0,22	-0,33	5,760	37,70	-0,16	0,54
5,780	5,780	5,780	50,09	41,06	0,07	0,25	-0,10	-0,42	0,11	-0,21	5,780	37,39	-0,15	0,53
5,800	5,800	5,800	50,23	41,56	0,07	0,25	-0,11	-0,52	2,41E-13	-0,32	5,800	37,10	-0,14	0,65
5,820	5,820	5,820	50,36	42,06	0,05	0,25	-0,12	-0,76	0,01	-0,33	5,820	36,84	-0,13	0,65
5,840	5,840	5,840	50,44	42,56	0,04	0,25	-0,12	-0,65	-0,10	-0,22	5,840	36,60	-0,11	0,65
5,860	5,860	5,860	50,50	43,06	0,03	0,25	-0,12	-0,53	-0,22	-0,21	5,860	36,39	-0,10	0,64
5,880	5,880	5,880	50,55	43,54	0,01	0,24	-0,13	-0,65	-0,11	-0,32	5,880	36,20	-0,09	0,76
5,900	5,900	5,900	50,55	44,02	6,32E-4	0,24	-0,14	-0,54	-0,09	-0,44	5,900	36,04	-0,07	0,65
5,920	5,920	5,920	50,55	44,50	-0,01	0,24	-0,15	-0,54	-0,31	-0,22	5,920	35,92	-0,06	0,53
5,940	5,940	5,940	50,52	44,97	-0,02	0,23	-0,15	-0,54	-0,44	-0,10	5,940	35,80	-0,05	0,75
5,960	5,960	5,960	50,47	45,41	-0,03	0,22	-0,15	-0,53	-0,32	-0,22	5,960	35,73	-0,03	0,76
5,980	5,980	5,980	50,40	45,84	-0,04	0,22	-0,15	-0,65	-0,31	-0,22	5,980	35,67	-0,02	0,65
6,000	6,000	6,000	50,30	46,28	-0,06	0,21	-0,16	-0,55	-0,54	-0,22	6,000	35,66	0,00	0,64
6,020	6,020	6,020	50,18	46,67	-0,06	0,19	-0,16	-0,42	-0,54	-0,11	6,020	35,65	0,01	0,75
6,040	6,040	6,040	50,05	47,05	-0,07	0,19	-0,16	-0,53	-0,43	0,01	6,040	35,69	0,02	0,87
6,060	6,060	6,060	49,89	47,41	-0,09	0,18	-0,16	-0,65	-0,42	-0,10	6,060	35,75	0,04	0,65
6,080	6,080	6,080	49,71	47,76	-0,10	0,17	-0,17	-0,54	-0,52	-0,22	6,080	35,86	0,05	0,53
6,100	6,100	6,100	49,50	48,09	-0,11	0,16	-0,17	-0,54	-0,76	-0,11	6,100	35,96	0,06	0,75
6,120	6,120	6,120	49,28	48,38	-0,12	0,14	-0,17	-0,55	-0,65	-6,04E-14	6,120	36,11	0,08	0,76
6,140	6,140	6,140	49,02	48,64	-0,13	0,13	-0,17	-0,43	-0,52	-0,01	6,140	36,28	0,09	0,65
6,160	6,160	6,160	48,77	48,90	-0,14	0,12	-0,17	-0,44	-0,74	0,11	6,160	36,49	0,11	0,54
6,180	6,180	6,180	48,47	49,11	-0,15	0,10	-0,17	-0,32	-0,87	0,11	6,180	36,71	0,12	0,53
6,200	6,200	6,200	48,18	49,30	-0,15	0,08	-0,17	-0,42	-0,77	-0,01	6,200	36,95	0,13	0,76
6,220	6,220	6,220	47,87	49,44	-0,16	0,07	-0,17	-0,55	-0,52	0,11	6,220	37,22	0,15	0,66
6,240	6,240	6,240	47,53	49,58	-0,17	0,06	-0,16	-0,32	-0,74	0,11	6,240	37,53	0,15	0,42
6,260	6,260	6,260	47,19	49,69	-0,18	0,04	-0,16	-0,32	-0,99	0,10	6,260	37,84	0,16	0,64
6,280	6,280	6,280	46,83	49,74	-0,18	0,02	-0,16	-0,33	-0,64	0,32	6,280	38,18	0,18	0,66
6,300	6,300	6,300	46,45	49,78	-0,19	0,01	-0,15	-0,21	-0,63	0,33	6,300	38,56	0,19	0,43
6,320	6,320	6,320	46,07	49,80	-0,19	0,00	-0,15	-0,32	-0,86	0,10	6,320	38,93	0,20	0,43
6,340	6,340	6,340	45,68	49,76	-0,20	-0,02	-0,15	-0,33	-0,86	0,20	6,340	39,35	0,21	0,42
6,360	6,360	6,360	45,26	49,72	-0,21	-0,04	-0,14	-0,22	-0,87	0,44	6,360	39,76	0,21	0,54
6,380	6,380	6,380	44,85	49,61	-0,21	-0,05	-0,13	-0,22	-0,75	0,32	6,380	40,20	0,23	0,44
6,400	6,400	6,400	44,42	49,50	-0,22	-0,07	-0,13	-0,11	-0,75	0,32	6,400	40,67	0,23	0,21
6,420	6,420	6,420	43,99	49,34	-0,21	-0,09	-0,12	-0,10	-0,76	0,44	6,420	41,13	0,24	0,32
6,440	6,440	6,440	43,56	49,16	-0,22	-0,10	-0,11	-0,22	-0,65	0,32	6,440	41,61	0,24	0,33
6,460	6,460	6,460	43,11	48,95	-0,22	-0,11	-0,10	-0,11	-0,65	0,31	6,460	42,11	0,25	0,21
6,480	6,480	6,480	42,67	48,71	-0,22	-0,12	-0,10	0,01	-0,65	0,65	6,480	42,61	0,25	0,32
6,500	6,500	6,500	42,22	48,46	-0,22	-0,14	-0,08	-0,11	-0,65	0,66	6,500	43,12	0,26	0,34
6,520	6,520	6,520	41,77	48,16	-0,23	-0,15	-0,07	-0,13	-0,64	0,43	6,520	43,65	0,27	0,11
6,540	6,540	6,540	41,31	47,86	-0,23	-0,16	-0,06	0,22	-0,76	0,43	6,540	44,19	0,27	0,10
6,560	6,560	6,560	40,86	47,52	-0,22	-0,18	-0,05	0,23	-0,67	0,42	6,560	44,72	0,27	0,22
6,580	6,580	6,580	40,43	47,14	-0,22	-0,19	-0,04	-0,11	-0,32	0,64	6,580	45,27	0,27	0,11
6,600	6,600	6,600	39,98	46,76	-0,22	-0,19	-0,03	-0,12	-0,42	0,76	6,600	45,82	0,27	0,01
6,620	6,620	6,620	39,53	46,37	-0,22	-0,21	-0,01	0,10	-0,55	0,54	6,620	46,37	0,28	-0,11
6,640	6,640	6,640	39,09	45,94	-0,22	-0,21	0,00	0,32	-0,43	0,42	6,640	46,92	0,27	-0,11
6,660	6,660	6,660	38,65	45,51	-0,21	-0,22	0,00	0,34	-0,44	0,53	6,660	47,45	0,27	0,01
6,680	6,680	6,680	38,24	45,04	-0,21	-0,23	0,02	0,11	-0,33	0,75	6,680	48,00	0,27	-0,10
6,700	6,700	6,700	37,83	44,58	-0,21	-0,24	0,03	0,10	-0,22	0,76	6,700	48,54	0,27	-0,21
6,720	6,720	6,720	37,41	44,10	-0,20	-0,24	0,05	0,32	-0,22	0,64	6,720	49,07	0,26	-0,22
6,740	6,740	6,740	37,02	43,62	-0,19	-0,25	0,06	0,44	-0,22	0,65	6,740	49,58	0,26	-0,11
6,760	6,760	6,760	36,64	43,12	-0,19	-0,25	0,07	0,32	-0,22	0,54	6,760	50,10	0,26	-0,09
6,780	6,780	6,780	36,28	42,62	-0,18	-0,25	0,08	0,32	-0,11	0,53	6,780	50,62	0,25	-0,31
6,800	6,800	6,800	35,91	42,10	-0,17	-0,25	0,09	0,44	0,01	0,64	6,800	51,12	0,25	-0,44
6,820	6,820	6,820	35,59	41,60	-0,16	-0,25	0,11	0,32	-0,12	0,64	6,820	51,60	0,24	-0,32
6,840	6,840	6,840	35,26	41,09	-0,16	-0,26	0,12	0,31	0,10	0,65	6,840	52,06	0,23	-0,31
6,860	6,860	6,860	34,95	40,57	-0,15	-0,25	0,13	0,54	0,23	0,54	6,860	52,53	0,22	-0,44
6,880	6,880	6,880	34,65	40,09	-0,14	-0,25	0,14	0,55	-0,01	0,53	6,880	52,96	0,22	-0,31
6,900	6,900	6,900	34,40	39,57	-0,13	-0,25	0,15	0,32	0,22	0,64	6,900	53,39	0,21	-0,42
6,920	6,920	6,920	34,14	39,09	-0,13	-0,24	0,17	0,31	0,22	0,65	6,920	53,81	0,20	-0,54
6,940	6,940	6,940	33,90	38,61	-0,12	-0,24	0,18	0,54	0,09	0,54	6,940	54,18	0,19	-0,42
6,960	6,960	6,960	33,67	38,12	-0,10	-0,24	0,19	0,54	0,42	0,42	6,960	54,57	0,18	-0,53
6,980	6,980	6,980	33,48	37,66	-0,10	-0,22	0,20	0,53	0,55	0,54	6,980	54,91	0,17	-0,65
7,000	7,000	7,000	33,29	37,23	-0,08	-0,22	0,21	0,65	0,32	0,43	7,000	55,24	0,16	-0,54
7,020	7,020	7,020	33,15	36,80	-0,07	-0,21	0,21	0,65	0,32	0,31	7,020	55,53	0,15	-0,53
7,040	7,040	7,040	33,01	36,38	-0,06	-0,20	0,22	0,66	0,43	0,54	7,040	55,83	0,13	-0,65
7,060	7,060	7,060	32,92	35,98	-0,04	-0,19	0,24	0,43	0,53	0,43	7,060	56,07	0,12	-0,53
7,080	7,080	7,080	32,84	35,60	-0,04	-0,18	0,24	0,42	0,65	0,32	7,080	56,31	0,11	-0,64
7,100	7,100	7,100	32,77	35,26	-0,03	-0,17	0,25	0,65	0,65	0,33	7,100	56,52	0,10	-0,76
7,120	7,120	7,120	32,73	34,93	-0,01	-0,16	0,25	0,54	0,65	0,10	7,120	56,70	0,08	-0,64
7,140	7,140	7,140	32,71	34,64	0,00	-0,14	0,25	0,53	0,65	0,21	7,140	56,85	0,07	-0,64
7,160	7,160	7,160	32,71	34,36	0,01	-0,13	0,26	0,65	0,64	0,33	7,160	56,98	0,06	-0,64
7,180	7,180	7,180	32,75	34,12	0,02	-0,12	0,27	0,55	0,75	0,11	7,180	57,08	0,04	-0,64
7,200	7,200	7,200	32,80	33,89	0,03	-0,10	0,27	0,31	0,76	0,10	7,200	57,15	0,03	-0,64
7,220	7,220	7,220	32,87	33,72	0,03	-0,09	0,27	0,63	0,65	0,23	7,220	57,21	0,02	-0,75
7,240	7,240	7,240	32,93	33,55	0,06	-0,07	0,28	0,99	0,53	0,01	7,240	57,23	0,00	-0,76
7,260	7,260	7,260	33,09	33,43	0,07	-0,07	0,27	0,43	0,73	-0,11	7,260	57,21	-0,01	-0,65
7,280	7,280	7,280	33,22	33,28	0,07	-0,04	0,27	0,31	1,31	0,01	7,280	57,18	-0,02	-0,65
7,300	7,300	7,300	33,38	33,25	0,09	-0,01	0,27	0,65	0,99	-0,09	7,300	57,11	-0,04	-0,64
7,320	7,320	7,320	33,56	33,23	0,10	0,00	0,27	0,54	0,54	-0,34	7,320	57,03	-0,05	-0,75
7,340	7,340	7,340	33,77	33,23	0,11	0,01	0,26	0,43	0,41	-0,12	7,340	56,91	-0,07	-0,77
7,360	7,360	7,360	33,99	33,26	0,12	0,01	0,26	0,42	0,73	0,14	7,360	56,76	-0,08	-0,53
7,380	7,380	7,380	34,23	33,28	0,12	0,04	0,26	0,54	1,32	-0,31	7,380	56,59	-0,09	-0,64
7,400	7,400	7,400	34,49	33,41	0,14	0,06	0,25	0,55	0,76	-0,44	7,400	56,40	-0,11	-0,77
7,420	7,420	7,420	34,78	33,53	0,15	0,07	0,25	0,32	0,53	-0,20	7,420	56,16	-0,12	-0,54
7,440	7,440	7,440	35,07	33,69	0,15	0,09	0,24	0,42	0,76	-0,42	7,440	55,92	-0,13	-0,53
7,460	7,460	7,460	35,38	33,87	0,16	0,10	0,23	0,55	0,64	-0,54	7,460	55,65	-0,14	-0,65
7,480	7,480	7,480	35,72	34,08	0,17	0,11	0,22	0,32	0,75	-0,42	7,480	55,36	-0,15	-0,65
7,500	7,500	7,500	36,07	34,32	0,18	0,13	0,21	0,32	0,86	-0,54	7,500	55,03	-0,17	-0,55
7,520	7,520	7,520	36,43	34,59	0,18	0,15	0,20	0,33	0,76	-0,62	7,520	54,69	-0,18	-0,43
7,540	7,540	7,540	36,80	34,90	0,19	0,16	0,19	0,21	0,54	0,65	7,540	54,33	-0,18	-0,42
7,560	7,560	7,560	37,18	35,23	0,19	0,17	0,22	0,32	0,53	0,70	7,560	53,95	-0,19	-0,54
7,580	7,580	7,580	37,58	35,57	0,20	0,18	0,21	0,33	0,65	-1,82	7,580	53,56	-0,21	-0,56
7,600	7,600	7,600	37,99	35,94	0,21	0,19	0,15	0,21	0,54	-0,39	7,600	53,13	-0,21	-0,32
7,620	7,620	7,620	38,40	36,34	0,21	0,20	0,20	0,21	0,43	0,88	7,620	52,70	-0,22	-0,31
7,640	7,640	7,640	38,83	36,75	0,21	0,21	0,19	0,21	0,43	-2,46	7,640	52,25	-0,23	-0,44
