FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	FFT-Momentaufnahme #1	FFT-Momentaufnahme #2	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2	reibung#2
Frequenzwerte für Winkel (Hz)	Frequenzwerte für Winkel (Hz)	Winkel-Werte (rad)	Winkel-Werte (rad)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)	Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
				148,200	98,52	99,75	-1,23	-0,894	-19,635	-20,617	-0,0213	-0,469	-0,492	24,6											
				148,220				-1,290	-18,496	126,646	-0,0308	-0,442	3,023												
				148,240				-1,634	-14,569	245,437	-0,0390	-0,348	5,859												
				148,250	98,51	99,76	-1,25																		
				148,260				-1,872	-8,679	315,141	-0,0447	-0,207	7,523												
				148,280				-1,981	-1,963	344,594	-0,0473	-0,047	8,227												
				148,300	99,37	99,76	-0,39	-1,951	5,105	340,667	-0,0466	0,122	8,133	24,6											
				148,320				-1,777	11,663	286,671	-0,0424	0,278	6,844												
				148,340				-1,484	16,572	189,477	-0,0354	0,396	4,523												
				148,350	100,58	99,76	0,83																		
				148,360				-1,114	19,242	61,850	-0,0266	0,459	1,477												
				148,380				-0,715	19,046	-88,357	-0,0171	0,455	-2,109												
				148,400	101,23	99,76	1,47	-0,352	15,708	-234,638	-0,0084	0,375	-5,602	24,6											
				148,420				-0,086	9,660	-341,648	-0,0021	0,231	-8,156												
				148,440				0,035	2,042	-390,736	8,2500E-4	0,049	-9,328												
				148,450	99,72	99,76	-0,04																		
				148,460				-0,005	-5,969	-379,937	-1,1250E-4	-0,143	-9,070												
				148,480				-0,204	-13,155	-300,415	-0,0049	-0,314	-7,172												
				148,500	98,92	99,76	-0,83	-0,531	-17,986	-163,952	-0,0127	-0,429	-3,914	24,6											
				148,520				-0,924	-19,714	-7,854	-0,0220	-0,471	-0,188												
				148,540				-1,319	-18,300	138,427	-0,0315	-0,437	3,305												
				148,550	98,32	99,76	-1,43																		
				148,560				-1,656	-14,176	252,309	-0,0395	-0,338	6,023												
				148,580				-1,887	-8,207	321,032	-0,0450	-0,196	7,664												
				148,600	98,94	99,75	-0,81	-1,984	-1,335	345,575	-0,0474	-0,032	8,250	24,6											
				148,620				-1,940	5,616	333,794	-0,0463	0,134	7,969												
				148,640				-1,759	12,017	281,762	-0,0420	0,287	6,727												
				148,650	99,99	99,75	0,24																		
				148,660				-1,459	16,886	182,605	-0,0348	0,403	4,359												
				148,680				-1,084	19,321	49,087	-0,0259	0,461	1,172												
				148,700	101,16	99,76	1,40	-0,686	18,850	-100,138	-0,0164	0,450	-2,391	24,6											
				148,720				-0,330	15,315	-242,492	-0,0079	0,366	-5,789												
				148,740				-0,074	9,150	-343,612	-0,0018	0,218	-8,203												
				148,750	100,30	99,76	0,54																		
				148,760				0,036	1,571	-388,772	8,6250E-4	0,037	-9,281												
				148,780				-0,011	-6,401	-376,991	-2,6250E-4	-0,153	-9,000												
				148,800	99,38	99,75	-0,37	-0,220	-13,509	-292,561	-0,0052	-0,323	-6,984	24,6											
				148,820				-0,551	-18,103	-155,116	-0,0132	-0,432	-3,703												
				148,840				-0,944	-19,714	-2,945	-0,0225	-0,471	-0,070												
				148,850	98,30	99,76	-1,45																		
				148,860				-1,340	-18,221	145,299	-0,0320	-0,435	3,469												
				148,880				-1,673	-13,902	261,145	-0,0399	-0,332	6,234												
				148,900	98,55	99,76	-1,21	-1,896	-7,775	323,977	-0,0453	-0,186	7,734	24,6											
				148,920				-1,984	-0,942	346,557	-0,0474	-0,023	8,273												
				148,940				-1,934	6,087	335,758	-0,0462	0,145	8,016												
				148,950	99,63	99,76	-0,13																		
				148,960				-1,740	12,488	275,871	-0,0415	0,298	6,586												
				148,980				-1,434	17,122	172,788	-0,0342	0,409	4,125												
				149,000	100,66	99,75	0,91	-1,056	19,399	38,288	-0,0252	0,463	0,914	24,6											
				149,020				-0,658	18,653	-112,901	-0,0157	0,445	-2,695												
				149,040				-0,309	14,883	-249,364	-0,0074	0,355	-5,953												
				149,050	100,91	99,76	1,16																		
				149,060				-0,063	8,679	-345,575	-0,0015	0,207	-8,250												
				149,080				0,038	1,060	-389,754	9,0000E-4	0,025	-9,305												
				149,100	99,50	99,76	-0,26	-0,020	-6,912	-372,083	-4,8750E-4	-0,165	-8,883	24,6											
				149,120				-0,239	-13,823	-283,725	-0,0057	-0,330	-6,773												
				149,140				-0,573	-18,261	-147,262	-0,0137	-0,436	-3,516												
				149,150	98,58	99,76	-1,18																		
				149,160				-0,969	-19,714	6,872	-0,0231	-0,471	0,164												
				149,180				-1,362	-17,986	153,153	-0,0325	-0,429	3,656												
				149,200	98,46	99,75	-1,29	-1,689	-13,587	264,090	-0,0403	-0,324	6,305	24,6											
				149,220				-1,905	-7,422	326,922	-0,0455	-0,177	7,805												
				149,240				-1,985	-0,511	347,539	-0,0474	-0,012	8,297												
				149,250	99,31	99,75	-0,44																		
				149,260				-1,926	6,480	333,794	-0,0460	0,155	7,969												
				149,280				-1,726	12,841	273,908	-0,0412	0,307	6,539												
				149,300	100,49	99,76	0,72	-1,412	17,436	165,915	-0,0337	0,416	3,961	24,6											
				149,320				-1,029	19,478	27,489	-0,0246	0,465	0,656												
				149,340				-0,633	18,535	-122,719	-0,0151	0,443	-2,930												
				149,350	101,24	99,75	1,49																		
				149,360				-0,287	14,569	-259,182	-0,0069	0,348	-6,188												
				149,380				-0,050	8,168	-352,448	-0,0012	0,195	-8,414												
				149,400	99,79	99,76	0,03	0,039	0,471	-389,754	9,3750E-4	0,011	-9,305	24,6											
				149,420				-0,031	-7,422	-366,192	-7,5000E-4	-0,177	-8,742												
				149,440				-0,258	-14,176	-274,890	-0,0061	-0,338	-6,562												
				149,450	99,01	99,76	-0,75																		
				149,460				-0,598	-18,418	-136,463	-0,0143	-0,440	-3,258												
				149,480				-0,994	-19,635	15,708	-0,0237	-0,469	0,375												
				149,500	98,29	99,76	-1,47	-1,384	-17,789	161,007	-0,0330	-0,425	3,844	24,6											
				149,520				-1,706	-13,195	269,981	-0,0407	-0,315	6,445												
				149,540				-1,912	-6,990	325,940	-0,0456	-0,167	7,781												
				149,550	98,85	99,75	-0,91																		
				149,560				-1,985	-0,157	345,575	-0,0474	-0,004	8,250												
				149,580				-1,918	6,833	331,831	-0,0458	0,163	7,922												
				149,600	99,91	99,75	0,16	-1,712	13,116	268,999	-0,0409	0,313	6,422	24,6											
				149,620				-1,393	17,593	160,025	-0,0333	0,420	3,820												
				149,640				-1,008	19,517	20,617	-0,0241	0,466	0,492												
				149,650	101,11	99,76	1,36																		
				149,660				-0,613	18,418	-130,573	-0,0146	0,440	-3,117												
				149,680				-0,272	14,294	-265,072	-0,0065	0,341	-6,328												
				149,700	100,41	99,75	0,65	-0,041	7,815	-358,338	-9,7500E-4	0,187	-8,555	24,6											
				149,720				0,041	-0,039	-394,663	9,7500E-4	-9,375E-4	-9,422												
				149,740				-0,042	-7,972	-364,229	-0,0010	-0,190	-8,695												
				149,750	99,46	99,75	-0,30																		
				149,760				-0,278	-14,608	-267,036	-0,0066	-0,349	-6,375												
				149,780				-0,627	-18,653	-125,664	-0,0150	-0,445	-3,000												
				149,800	98,38	99,75	-1,37	-1,024	-19,635	28,471	-0,0244	-0,469	0,680	24,6											
				149,820				-1,412	-17,514	170,824	-0,0337	-0,418	4,078												
				149,840				-1,725	-12,802	274,890	-0,0412	-0,306	6,563												
				149,850	98,50	99,76	-1,26																		
				149,860				-1,924	-6,519	329,867	-0,0459	-0,156	7,875												
				149,880				-1,985	0,393	345,575	-0,0474	0,009	8,250												
				149,900	99,59	99,76	-0,17	-1,909	7,304	325,940	-0,0456	0,174	7,781	24,6											
				149,920				-1,693	13,430	260,163	-0,0404	0,321	6,211												
				149,940				-1,371	17,711	152,171	-0,0327	0,423	3,633												
				149,950	100,55	99,76	0,80																		
				149,960				-0,985	19,517	14,726	-0,0235	0,466	0,352												
				149,980				-0,591	18,300	-137,445	-0,0141	0,437	-3,281												
				150,000	101,00	99,76	1,25	-0,253	14,019	-273,908	-0,0060	0,335	-6,539	24,6											
				150,020				-0,030	7,343	-363,247	-7,1250E-4	0,175	-8,672												
				150,040				0,041	-0,511	-394,663	9,7500E-4	-0,012	-9,422												
				150,050	99,73	99,75	-0,03																		
				150,060				-0,050	-8,443	-361,283	-0,0012	-0,202	-8,625												
				150,080				-0,297	-14,962	-259,182	-0,0071	-0,357	-6,187												
				150,100	98,64	99,76	-1,11	-0,649	-18,810	-115,846	-0,0155	-0,449	-2,766	24,6											
				150,120				-1,049	-19,596	38,288	-0,0250	-0,468	0,914												
				150,140				-1,433	-17,279	178,678	-0,0342	-0,413	4,266												
				150,150	98,32	99,76	-1,44																		
				150,160				-1,740	-12,449	278,817	-0,0415	-0,297	6,656												
				150,180				-1,931	-6,126	330,849	-0,0461	-0,146	7,898												
				150,200	99,22	99,75	-0,53	-1,985	0,785	344,594	-0,0474	0,019	8,227	24,6											
				150,220				-1,899	7,658	322,995	-0,0453	0,183	7,711												
				150,240				-1,679	13,705	256,236	-0,0401	0,327	6,117												
				150,250	99,96	99,76	0,20																		
				150,260				-1,351	17,907	142,354	-0,0322	0,428	3,398												
				150,280				-0,963	19,399	3,927	-0,0230	0,463	0,094												
				150,300	101,27	99,76	1,52	-0,575	18,064	-141,372	-0,0137	0,431	-3,375	24,6											
				150,320				-0,240	13,744	-276,853	-0,0057	0,328	-6,609												
				150,340				-0,025	6,990	-365,210	-6,0000E-4	0,167	-8,719												
				150,350	100,34	99,75	0,59																		
				150,360				0,039	-0,864	-393,681	9,3750E-4	-0,021	-9,398												
				150,380				-0,060	-8,757	-360,302	-0,0014	-0,209	-8,602												
				150,400	99,09	99,76	-0,67	-0,311	-15,276	-256,236	-0,0074	-0,365	-6,117	24,6											
				150,420				-0,671	-19,007	-107,992	-0,0160	-0,454	-2,578												
				150,440				-1,071	-19,596	47,124	-0,0256	-0,468	1,125												
				150,450	98,32	99,76	-1,44																		
				150,460				-1,455	-17,122	186,532	-0,0347	-0,409	4,453												
				150,480				-1,756	-12,134	284,707	-0,0419	-0,290	6,797												
				150,500	98,79	99,75	-0,97	-1,940	-5,733	336,740	-0,0463	-0,137	8,039	24,6											
				150,520				-1,985	1,335	349,502	-0,0474	0,032	8,344												
				150,540				-1,887	8,247	319,068	-0,0450	0,197	7,617												
				150,550	99,62	99,75	-0,13																		
				150,560				-1,656	14,098	247,401	-0,0395	0,337	5,906												
				150,580				-1,323	18,143	135,481	-0,0316	0,433	3,234												
				150,600	100,98	99,76	1,22	-0,930	19,517	-8,836	-0,0222	0,466	-0,211	24,6											
				150,620				-0,542	17,789	-157,080	-0,0129	0,425	-3,750												
				150,640				-0,218	13,234	-283,725	-0,0052	0,316	-6,773												
				150,650	100,52	99,76	0,76																		
				150,660				-0,013	6,440	-369,137	-3,0000E-4	0,154	-8,812												
				150,680				0,039	-1,532	-393,681	9,3750E-4	-0,037	-9,398												
				150,700	99,51	99,76	-0,25	-0,074	-9,307	-349,502	-0,0018	-0,222	-8,344	24,6											
				150,720				-0,333	-15,512	-244,455	-0,0079	-0,370	-5,836												
				150,740				-0,694	-19,085	-100,138	-0,0166	-0,456	-2,391												
				150,750	98,43	99,75	-1,32																		
				150,760				-1,096	-19,517	54,978	-0,0262	-0,466	1,313												
				150,780				-1,475	-16,886	193,404	-0,0352	-0,403	4,617												
				150,800	98,45	99,75	-1,30	-1,772	-11,781	289,616	-0,0423	-0,281	6,914	24,6											
				150,820				-1,946	-5,301	338,703	-0,0465	-0,127	8,086												
				150,840				-1,984	1,767	348,521	-0,0474	0,042	8,320												
				150,850	99,55	99,75	-0,20																		
				150,860				-1,876	8,639	317,105	-0,0448	0,206	7,570												
				150,880				-1,638	14,451	242,492	-0,0391	0,345	5,789												
				150,900	100,45	99,75	0,70	-1,297	18,339	126,646	-0,0310	0,438	3,023	24,6											
				150,920				-0,905	19,517	-18,653	-0,0216	0,466	-0,445												
				150,940				-0,517	17,593	-167,879	-0,0123	0,420	-4,008												
				150,950	101,08	99,76	1,32																		
				150,960				-0,201	12,802	-290,598	-0,0048	0,306	-6,938												
				150,980				-0,005	5,969	-371,101	-1,1250E-4	0,142	-8,859												
				151,000	99,82	99,76	0,06	0,038	-2,042	-393,681	9,0000E-4	-0,049	-9,398	24,6											
				151,020				-0,086	-9,778	-343,612	-0,0021	-0,233	-8,203												
				151,040				-0,353	-15,787	-234,638	-0,0084	-0,377	-5,602												
				151,050	98,72	99,75	-1,04																		
				151,060				-0,718	-19,164	-91,303	-0,0171	-0,457	-2,180												
				151,080				-1,120	-19,439	63,814	-0,0267	-0,464	1,523												
				151,100	98,29	99,76	-1,47	-1,495	-16,611	200,277	-0,0357	-0,397	4,781	24,6											
				151,120				-1,784	-11,428	292,561	-0,0426	-0,273	6,984												
				151,140				-1,953	-4,909	339,685	-0,0466	-0,117	8,109												
				151,150	99,14	99,75	-0,61																		
				151,160				-1,981	2,160	348,521	-0,0473	0,052	8,320												
				151,180				-1,866	9,032	316,123	-0,0445	0,216	7,547												
				151,200	99,90	99,75	0,14	-1,619	14,805	237,583	-0,0387	0,353	5,672	24,6											
				151,220				-1,274	18,535	117,810	-0,0304	0,442	2,812												
				151,240				-0,878	19,517	-28,471	-0,0210	0,466	-0,680												
				151,250	101,26	99,76	1,50																		
				151,260				-0,493	17,397	-177,696	-0,0118	0,415	-4,242												
				151,280				-0,182	12,409	-300,415	-0,0043	0,296	-7,172												
				151,300	100,43	99,76	0,67	0,003	5,380	-376,010	7,5000E-5	0,128	-8,977	24,6											
				151,320				0,033	-2,631	-392,699	7,8750E-4	-0,063	-9,375												
				151,340				-0,102	-10,328	-340,667	-0,0024	-0,247	-8,133												
				151,350	99,17	99,75	-0,58																		
				151,360				-0,380	-16,258	-224,820	-0,0091	-0,388	-5,367												
				151,380				-0,752	-19,321	-74,613	-0,0180	-0,461	-1,781												
				151,400	98,39	99,75	-1,36	-1,153	-19,242	76,576	-0,0275	-0,459	1,828	24,6											
				151,420				-1,522	-16,258	208,131	-0,0363	-0,388	4,969												
				151,440				-1,803	-10,917	297,470	-0,0430	-0,261	7,102												
				151,450	98,72	99,75	-1,03																		
				151,460				-1,959	-4,359	339,685	-0,0468	-0,104	8,109												
				151,480				-1,978	2,670	345,575	-0,0472	0,064	8,250												
				151,500	99,58	99,76	-0,17	-1,852	9,464	309,251	-0,0442	0,226	7,383	24,6											
				151,520				-1,599	15,040	229,729	-0,0382	0,359	5,484												
				151,540				-1,250	18,653	111,919	-0,0298	0,445	2,672												
				151,550	100,88	99,75	1,12																		
				151,560				-0,853	19,517	-36,325	-0,0204	0,466	-0,867												
				151,580				-0,470	17,200	-187,514	-0,0112	0,411	-4,477												
				151,600	101,03	99,76	1,27	-0,165	12,017	-309,251	-0,0039	0,287	-7,383	24,6											
				151,620				0,011	4,830	-381,900	2,6250E-4	0,115	-9,117												
				151,640				0,028	-3,259	-393,681	6,7500E-4	-0,078	-9,398												
				151,650	99,53	99,76	-0,22																		
				151,660				-0,119	-10,917	-334,776	-0,0028	-0,261	-7,992												
				151,680				-0,408	-16,650	-214,021	-0,0097	-0,397	-5,109												
				151,700	98,65	99,75	-1,10	-0,785	-19,478	-61,850	-0,0187	-0,465	-1,477	24,6											
				151,720				-1,188	-19,124	90,321	-0,0283	-0,457	2,156												
				151,740				-1,550	-15,865	218,930	-0,0370	-0,379	5,227												
				151,750	98,43	99,75	-1,33																		
				151,760				-1,822	-10,367	302,379	-0,0435	-0,247	7,219												
				151,780				-1,965	-3,770	340,667	-0,0469	-0,090	8,133												
				151,800	99,22	99,76	-0,53	-1,973	3,259	345,575	-0,0471	0,078	8,250	24,6											
				151,820				-1,835	10,053	304,342	-0,0438	0,240	7,266												
				151,840				-1,571	15,433	216,966	-0,0375	0,368	5,180												
				151,850	100,36	99,76	0,61																		
				151,860				-1,217	18,732	98,175	-0,0291	0,447	2,344												
				151,880				-0,822	19,360	-47,124	-0,0196	0,462	-1,125												
				151,900	101,27	99,76	1,51	-0,443	16,847	-197,331	-0,0106	0,402	-4,711	24,6											
				151,920				-0,148	11,467	-314,159	-0,0035	0,274	-7,500												
				151,940				0,016	4,280	-379,937	3,7500E-4	0,102	-9,070												
				151,950	99,90	99,75	0,15																		
				151,960				0,024	-3,731	-389,754	5,6250E-4	-0,089	-9,305												
				151,980				-0,134	-11,310	-329,867	-0,0032	-0,270	-7,875												
				152,000	99,09	99,75	-0,66	-0,429	-16,925	-206,167	-0,0102	-0,404	-4,922	24,6											
				152,020				-0,811	-19,556	-52,033	-0,0193	-0,467	-1,242												
				152,040				-1,211	-19,007	99,157	-0,0289	-0,454	2,367												
				152,050	98,29	99,75	-1,47																		
				152,060				-1,571	-15,590	224,820	-0,0375	-0,372	5,367												
				152,080				-1,835	-10,014	307,287	-0,0438	-0,239	7,336												
				152,100	98,78	99,76	-0,98	-1,971	-3,299	345,575	-0,0471	-0,079	8,250	24,6											
				152,120				-1,967	3,809	343,612	-0,0469	0,091	8,203												
				152,140				-1,819	10,446	298,452	-0,0434	0,249	7,125												
				152,150	99,83	99,76	0,08																		
				152,160				-1,549	15,747	212,058	-0,0370	0,376	5,062												
				152,180				-1,189	18,928	88,357	-0,0284	0,452	2,109												
				152,200	101,22	99,75	1,46	-0,792	19,282	-60,868	-0,0189	0,460	-1,453	24,6											
				152,220				-0,418	16,493	-207,149	-0,0100	0,394	-4,945												
				152,240				-0,132	10,996	-319,068	-0,0031	0,262	-7,617												
				152,250	100,52	99,76	0,77																		
				152,260				0,022	3,731	-381,900	5,2500E-4	0,089	-9,117												
				152,280				0,017	-4,280	-387,791	4,1250E-4	-0,102	-9,258												
				152,300	99,23	99,76	-0,53	-0,149	-11,781	-322,995	-0,0036	-0,281	-7,711	24,6											
				152,320				-0,454	-17,200	-195,368	-0,0108	-0,411	-4,664												
				152,340				-0,837	-19,596	-41,233	-0,0200	-0,468	-0,984												
				152,350	98,43	99,76	-1,32																		
				152,360				-1,238	-18,850	107,992	-0,0295	-0,450	2,578												
				152,380				-1,591	-15,276	231,693	-0,0380	-0,365	5,531												
				152,400	98,67	99,75	-1,08	-1,849	-9,582	311,214	-0,0441	-0,229	7,430	24,6											
				152,420				-1,974	-2,827	345,575	-0,0471	-0,067	8,250												
				152,440				-1,962	4,241	343,612	-0,0468	0,101	8,203												
				152,450	99,55	99,76	-0,21																		
				152,460				-1,805	10,917	297,470	-0,0431	0,261	7,102												
				152,480				-1,525	16,140	205,185	-0,0364	0,385	4,898												
				152,500	100,81	99,75	1,05	-1,159	19,124	75,595	-0,0277	0,457	1,805	24,6											
				152,520				-0,760	19,164	-73,631	-0,0181	0,457	-1,758												
				152,540				-0,393	16,179	-216,966	-0,0094	0,386	-5,180												
				152,550	101,07	99,76	1,32																		
				152,560				-0,113	10,485	-326,922	-0,0027	0,250	-7,805												
